lat_rounded,lng_rounded,price,m2,unit_price
39.9763,32.6562,425000,160.0,2656.25
39.8911,32.6412,625000,180.0,3472.222222222222
39.8642,32.5831,132000,117.0,1128.2051282051282
39.8924,32.6432,649000,188.0,3452.127659574468
39.8922,32.6487,579000,210.0,2757.1428571428573
39.9285,32.6515,386000,175.0,2205.714285714286
39.85,32.5581,148000,116.0,1275.8620689655172
39.9388,32.6619,185000,150.0,1233.3333333333333
39.94,32.65,235000,155.0,1516.1290322580646
39.8407,32.537,169000,145.0,1165.5172413793102
39.984,32.6411,178000,65.0,2738.4615384615386
39.8971,32.6481,625000,190.0,3289.4736842105262
39.897,32.638,690000,190.0,3631.5789473684213
39.9082,32.6428,530000,220.0,2409.090909090909
39.9369,32.6384,280000,220.0,1272.7272727272727
39.9819,32.6488,220000,110.0,2000.0
39.8917,32.6426,639000,188.0,3398.936170212766
39.9528,32.6277,119000,95.0,1252.6315789473683
39.9353,32.6363,240000,135.0,1777.7777777777778
39.9841,32.6038,165000,115.0,1434.7826086956522
39.9874,32.6543,143000,55.0,2600.0
39.9723,32.6603,125000,55.0,2272.7272727272725
39.8918,32.6426,525000,188.0,2792.553191489362
39.9702,32.6435,220000,100.0,2200.0
39.9746,32.6134,242500,120.0,2020.8333333333333
39.9477,32.6274,115000,95.0,1210.5263157894738
39.9733,32.661,219000,65.0,3369.230769230769
39.9383,32.6168,179000,115.0,1556.5217391304348
40.0032,32.608,190000,120.0,1583.3333333333333
39.981,32.6527,120000,55.0,2181.818181818182
39.9696,32.634,220000,94.0,2340.425531914894
39.9458,32.6213,155000,100.0,1550.0
39.9702,32.6114,485000,155.0,3129.032258064516
39.893,32.6447,448000,168.0,2666.6666666666665
39.9882,32.6499,710000,185.0,3837.837837837838
39.9982,32.6542,610000,196.0,3112.2448979591836
39.9414,32.6186,169000,110.0,1536.3636363636363
39.8431,32.54,157000,116.0,1353.448275862069
39.8648,32.5817,137000,117.0,1170.940170940171
39.9431,32.6451,360000,150.0,2400.0
39.8323,32.5554,125000,87.0,1436.7816091954023
39.9668,32.6261,199000,90.0,2211.1111111111113
39.8309,32.5614,240000,180.0,1333.3333333333333
39.928,32.6543,429000,188.0,2281.9148936170213
39.9293,32.6406,299000,168.0,1779.7619047619048
39.8959,32.6443,699000,180.0,3883.3333333333335
39.9693,32.6206,450000,165.0,2727.2727272727275
39.9507,32.6316,185000,110.0,1681.8181818181818
39.8874,32.6211,529000,200.0,2645.0
39.947,32.644,145000,120.0,1208.3333333333333
39.8458,32.5352,135000,97.0,1391.7525773195875
39.9318,32.6507,256000,130.0,1969.2307692307693
39.9919,32.6468,530000,192.0,2760.4166666666665
39.8312,32.5658,350000,155.0,2258.064516129032
39.9328,32.6537,220000,115.0,1913.0434782608695
39.9475,32.626,265000,201.0,1318.407960199005
39.9407,32.6375,415000,180.0,2305.5555555555557
39.8917,32.6425,650000,180.0,3611.1111111111113
39.8873,32.621,399000,105.0,3800.0
39.8968,32.6383,460000,160.0,2875.0
39.8145,32.5754,225000,132.0,1704.5454545454545
39.996,32.6233,115000,52.0,2211.5384615384614
39.8968,32.6408,555000,188.0,2952.127659574468
39.9731,32.6193,245000,70.0,3500.0
39.9883,32.6441,465000,175.0,2657.1428571428573
39.9807,32.6507,218000,110.0,1981.8181818181818
39.8376,32.5545,235000,192.0,1223.9583333333333
39.9815,32.6524,147000,85.0,1729.4117647058824
39.9526,32.6291,310000,280.0,1107.142857142857
39.9271,32.6543,415000,158.0,2626.5822784810125
39.9258,32.6446,395000,160.0,2468.75
39.9086,32.6431,425000,175.0,2428.5714285714284
39.9106,32.6389,509000,250.0,2036.0
39.8958,32.6443,755000,180.0,4194.444444444444
39.9616,32.604,265000,150.0,1766.6666666666667
39.9823,32.6553,199000,80.0,2487.5
39.9949,32.6024,450000,270.0,1666.6666666666667
39.953,32.6136,148000,115.0,1286.9565217391305
39.9535,32.6117,157000,120.0,1308.3333333333333
39.8874,32.6205,499000,190.0,2626.315789473684
39.9743,32.6589,157000,60.0,2616.6666666666665
39.9663,32.6076,230000,100.0,2300.0
39.9352,32.629,399000,145.0,2751.7241379310344
39.9941,32.6398,275000,145.0,1896.551724137931
39.9313,32.6501,132000,100.0,1320.0
39.9087,32.6429,500000,168.0,2976.190476190476
39.8983,32.6512,475000,220.0,2159.090909090909
39.9273,32.6544,359000,188.0,1909.5744680851064
39.951,32.6068,257000,110.0,2336.3636363636365
39.9523,32.606,340000,126.0,2698.4126984126983
39.9082,32.6403,550000,170.0,3235.294117647059
39.893,32.6444,617000,178.0,3466.2921348314608
39.9989,32.6315,237000,130.0,1823.076923076923
39.9961,32.6304,170000,96.0,1770.8333333333333
39.908,32.6428,520000,180.0,2888.8888888888887
39.9524,32.6347,155000,120.0,1291.6666666666667
39.9552,32.6118,268000,155.0,1729.032258064516
39.9541,32.6325,125000,110.0,1136.3636363636363
39.8123,32.5729,255000,195.0,1307.6923076923076
40.0023,32.6167,135000,58.0,2327.5862068965516
39.897,32.6377,315000,165.0,1909.090909090909
39.9746,32.6134,279000,230.0,1213.0434782608695
39.9893,32.6439,455000,180.0,2527.777777777778
39.8403,32.5511,115000,84.0,1369.047619047619
39.9994,32.6426,450000,160.0,2812.5
39.9968,32.6463,550000,180.0,3055.5555555555557
39.9382,32.6515,260000,220.0,1181.8181818181818
39.9536,32.6317,190000,120.0,1583.3333333333333
39.8929,32.6445,440000,155.0,2838.7096774193546
39.9317,32.6183,389000,175.0,2222.8571428571427
39.8972,32.648,490000,167.0,2934.131736526946
39.8873,32.6204,549000,190.0,2889.4736842105262
39.9706,32.6516,285000,135.0,2111.1111111111113
39.8929,32.6446,615000,178.0,3455.0561797752807
39.9955,32.6529,649000,196.0,3311.2244897959185
39.946,32.6142,168000,115.0,1460.8695652173913
40.0036,32.6399,404000,170.0,2376.470588235294
39.9502,32.6275,179500,125.0,1436.0
39.8955,32.6539,415000,200.0,2075.0
39.8902,32.6317,485000,180.0,2694.4444444444443
39.9514,32.6456,135000,120.0,1125.0
39.9562,32.6177,249000,158.0,1575.9493670886077
39.887,32.6209,489000,210.0,2328.5714285714284
39.8655,32.5802,190000,95.0,2000.0
39.9456,32.6112,177000,105.0,1685.7142857142858
39.9271,32.6545,159000,118.0,1347.457627118644
40.0004,32.6249,265000,140.0,1892.857142857143
39.9806,32.6559,179000,75.0,2386.6666666666665
39.9355,32.6157,226000,130.0,1738.4615384615386
39.9859,32.6268,215000,92.0,2336.9565217391305
39.9287,32.6353,348000,165.0,2109.090909090909
40.0015,32.6402,460000,180.0,2555.5555555555557
39.9501,32.6554,210000,130.0,1615.3846153846155
39.9749,32.6549,319000,159.0,2006.2893081761006
39.815,32.5745,177000,137.0,1291.970802919708
39.8928,32.617,570000,165.0,3454.5454545454545
39.9567,32.617,326000,250.0,1304.0
39.9318,32.6497,130000,95.0,1368.421052631579
39.9922,32.6111,235000,135.0,1740.7407407407406
39.9966,32.6424,290000,140.0,2071.4285714285716
39.8992,32.649,530000,180.0,2944.4444444444443
39.9482,32.6206,169999,105.0,1619.0380952380951
39.9366,32.6556,240000,155.0,1548.3870967741937
39.8852,32.6258,375000,150.0,2500.0
39.9274,32.6543,309000,188.0,1643.6170212765958
39.982,32.6254,550000,165.0,3333.3333333333335
39.8873,32.6208,620000,200.0,3100.0
39.8439,32.5536,130000,84.0,1547.6190476190477
39.9803,32.6556,189000,73.0,2589.041095890411
39.9286,32.6515,385000,170.0,2264.705882352941
39.8918,32.6427,350000,100.0,3500.0
40.0016,32.6402,425000,165.0,2575.757575757576
40.0032,32.6289,305000,155.0,1967.741935483871
39.9311,32.6494,299000,250.0,1196.0
39.9845,32.6543,163000,60.0,2716.6666666666665
39.864,32.5805,163000,116.0,1405.1724137931035
39.9709,32.6516,165000,70.0,2357.1428571428573
39.8944,32.6492,515000,240.0,2145.8333333333335
39.8229,32.5499,280000,134.0,2089.5522388059703
39.9372,32.6546,150000,90.0,1666.6666666666667
39.8978,32.6465,719000,198.0,3631.313131313131
39.951,32.6143,185000,135.0,1370.3703703703704
39.9514,32.6294,120000,100.0,1200.0
39.8972,32.6482,495000,179.0,2765.36312849162
39.8874,32.6208,495000,180.0,2750.0
39.8874,32.6207,369000,210.0,1757.142857142857
39.9793,32.6264,369000,160.0,2306.25
39.9909,32.63,112500,56.0,2008.9285714285713
39.9382,32.6318,315000,160.0,1968.75
39.9853,32.6459,450000,185.0,2432.4324324324325
39.9858,32.6502,530000,200.0,2650.0
39.942,32.6425,135000,110.0,1227.2727272727273
39.9832,32.6482,253000,110.0,2300.0
39.9503,32.6057,650000,180.0,3611.1111111111113
40.0036,32.6399,495000,170.0,2911.764705882353
39.9403,32.6364,419000,160.0,2618.75
39.8411,32.5536,110000,84.0,1309.5238095238096
39.9771,32.618,300000,117.0,2564.102564102564
39.9081,32.6425,625000,180.0,3472.222222222222
39.9911,32.6449,385000,140.0,2750.0
39.9497,32.6323,465000,180.0,2583.3333333333335
39.9399,32.6596,309000,125.0,2472.0
39.941,32.6312,419000,280.0,1496.4285714285713
39.9889,32.6449,650000,180.0,3611.1111111111113
39.9351,32.6529,239000,130.0,1838.4615384615386
39.8874,32.621,599000,195.0,3071.7948717948716
39.9483,32.6376,136000,105.0,1295.2380952380952
39.9414,32.6337,459000,180.0,2550.0
39.897,32.6378,645000,225.0,2866.6666666666665
39.9667,32.6089,345000,130.0,2653.846153846154
39.9821,32.6334,290000,133.0,2180.4511278195487
39.8945,32.6488,685000,188.0,3643.6170212765956
39.8929,32.6444,495000,188.0,2632.978723404255
39.8926,32.6482,475000,195.0,2435.897435897436
39.8916,32.6424,509000,188.0,2707.446808510638
39.9517,32.6275,185000,115.0,1608.695652173913
39.972,32.6573,395000,175.0,2257.1428571428573
39.9711,32.6256,375000,135.0,2777.777777777778
39.9374,32.6185,340000,185.0,1837.837837837838
39.93,32.6135,395000,140.0,2821.4285714285716
39.9341,32.6351,240000,140.0,1714.2857142857142
39.8966,32.6409,485000,175.0,2771.4285714285716
39.8911,32.6413,599000,175.0,3422.8571428571427
39.9836,32.6209,285000,114.0,2500.0
39.9431,32.6202,164000,110.0,1490.909090909091
39.9479,32.6211,275000,135.0,2037.037037037037
39.8873,32.6208,595000,200.0,2975.0
39.813,32.5728,205000,134.0,1529.8507462686566
39.9086,32.6433,750000,250.0,3000.0
39.9495,32.6508,158000,100.0,1580.0
39.9386,32.6582,274000,140.0,1957.142857142857
39.931,32.6507,144000,130.0,1107.6923076923076
39.975,32.6568,270000,100.0,2700.0
39.9526,32.6157,165000,125.0,1320.0
39.9976,32.623,178000,100.0,1780.0
39.9518,32.6137,268000,180.0,1488.888888888889
39.9578,32.6106,450000,250.0,1800.0
40.0027,32.6495,450000,200.0,2250.0
39.9973,32.6266,169000,100.0,1690.0
39.8988,32.6542,430000,160.0,2687.5
39.9333,32.6491,228000,140.0,1628.5714285714287
39.9996,32.6427,365000,160.0,2281.25
39.8966,32.6408,399000,78.0,5115.384615384615
39.9136,32.643,512352,190.0,2696.5894736842106
39.8967,32.6407,378000,186.0,2032.258064516129
39.9733,32.661,222000,65.0,3415.3846153846152
39.8135,32.5747,217000,194.0,1118.5567010309278
39.8929,32.6446,550000,189.0,2910.05291005291
39.8929,32.6445,275000,100.0,2750.0
39.9903,32.6454,500000,139.0,3597.122302158273
39.8519,32.563,245000,193.0,1269.4300518134714
39.9422,32.6469,166900,120.0,1390.8333333333333
39.9961,32.6435,445000,195.0,2282.051282051282
39.941,32.6602,265000,130.0,2038.4615384615386
39.9206,32.6548,179000,118.0,1516.949152542373
39.9918,32.6207,98000,52.0,1884.6153846153845
39.9302,32.6548,209000,130.0,1607.6923076923076
39.8985,32.6462,399000,188.0,2122.340425531915
39.8921,32.6487,535000,225.0,2377.777777777778
39.9984,32.6188,340000,156.0,2179.4871794871797
39.9495,32.6368,210000,150.0,1400.0
39.9984,32.6542,719000,196.0,3668.3673469387754
39.8312,32.5659,400000,155.0,2580.6451612903224
39.8969,32.6381,299000,100.0,2990.0
39.8435,32.547,115000,87.0,1321.83908045977
39.9463,32.6659,395000,230.0,1717.391304347826
39.95,32.6117,299000,270.0,1107.4074074074074
39.9978,32.6189,330000,138.0,2391.304347826087
39.9149,32.6454,210000,70.0,3000.0
39.8974,32.6397,487000,210.0,2319.0476190476193
39.8409,32.5357,170000,117.0,1452.991452991453
39.8921,32.6487,597000,207.0,2884.057971014493
39.9082,32.6426,560000,190.0,2947.3684210526317
39.9691,32.658,285000,126.0,2261.904761904762
39.9504,32.6137,295000,155.0,1903.225806451613
39.8425,32.5375,205000,137.0,1496.3503649635036
39.8961,32.6544,510000,165.0,3090.909090909091
39.8129,32.5819,245000,180.0,1361.111111111111
39.815,32.575,174000,134.0,1298.5074626865671
39.9294,32.6389,379000,165.0,2296.969696969697
39.9845,32.6284,159000,75.0,2120.0
39.9523,32.628,139750,125.0,1118.0
39.9442,32.6314,135000,65.0,2076.923076923077
39.8873,32.6207,579000,220.0,2631.818181818182
39.842,32.5535,120000,85.0,1411.764705882353
39.893,32.6168,600000,165.0,3636.3636363636365
39.9382,32.6632,217000,120.0,1808.3333333333333
39.8921,32.6488,495000,195.0,2538.4615384615386
39.9475,32.6379,74900,65.0,1152.3076923076924
39.9404,32.6282,365000,145.0,2517.2413793103447
39.9475,32.6218,195000,140.0,1392.857142857143
39.8917,32.6426,565000,180.0,3138.8888888888887
39.8313,32.5659,350000,155.0,2258.064516129032
39.9698,32.643,225000,110.0,2045.4545454545455
39.8979,32.6463,520000,150.0,3466.6666666666665
39.8958,32.645,390000,180.0,2166.6666666666665
40.0021,32.6167,170000,75.0,2266.6666666666665
39.9957,32.629,260000,150.0,1733.3333333333333
39.9672,32.6578,180000,75.0,2400.0
39.8958,32.6443,540000,197.0,2741.1167512690354
39.8907,32.6224,470000,170.0,2764.705882352941
39.9479,32.6191,365000,135.0,2703.703703703704
39.9478,32.6279,159500,115.0,1386.9565217391305
39.9279,32.6541,445000,168.0,2648.809523809524
39.9531,32.632,185000,135.0,1370.3703703703704
39.8453,32.5578,166000,137.0,1211.6788321167883
39.8867,32.6232,375000,165.0,2272.7272727272725
39.8096,32.5682,189000,132.0,1431.8181818181818
39.998,32.6545,720000,196.0,3673.469387755102
39.9966,32.632,290000,130.0,2230.769230769231
39.8905,32.6235,625000,210.0,2976.190476190476
39.928,32.6544,349000,188.0,1856.3829787234042
39.9691,32.6604,249000,110.0,2263.6363636363635
39.9891,32.6275,135000,72.0,1875.0
39.9715,32.6568,122000,52.0,2346.153846153846
39.8364,32.5518,185000,137.0,1350.3649635036497
39.9273,32.6547,209000,138.0,1514.4927536231885
39.8917,32.6425,650000,198.0,3282.8282828282827
39.9837,32.6102,395000,105.0,3761.904761904762
39.9462,32.6185,387000,185.0,2091.891891891892
39.9475,32.6082,190000,100.0,1900.0
39.8966,32.6411,599000,188.0,3186.1702127659573
39.9404,32.6376,415000,178.0,2331.4606741573034
39.9653,32.6564,270000,95.0,2842.1052631578946
39.8842,32.6221,415000,175.0,2371.4285714285716
39.8982,32.645,600000,191.0,3141.361256544503
39.893,32.6446,495000,189.0,2619.0476190476193
39.898,32.6437,425000,145.0,2931.0344827586205
39.8917,32.6229,410000,170.0,2411.764705882353
39.9323,32.6513,205000,120.0,1708.3333333333333
39.9689,32.634,154000,84.0,1833.3333333333333
39.996,32.6224,183000,90.0,2033.3333333333333
39.9439,32.6428,140000,120.0,1166.6666666666667
40.0048,32.6163,440000,165.0,2666.6666666666665
39.9475,32.6282,289000,155.0,1864.516129032258
39.8985,32.6427,450000,210.0,2142.8571428571427
39.9555,32.6155,315000,270.0,1166.6666666666667
39.9723,32.6526,114000,55.0,2072.7272727272725
39.949,32.6069,188000,105.0,1790.4761904761904
39.8164,32.5708,350000,195.0,1794.871794871795
39.8921,32.6488,624000,210.0,2971.4285714285716
39.9285,32.6515,349000,165.0,2115.151515151515
39.953,32.612,399000,177.0,2254.237288135593
39.8159,32.5707,280000,195.0,1435.8974358974358
39.9747,32.6134,265000,127.0,2086.6141732283463
39.8872,32.6208,575000,189.0,3042.328042328042
39.9138,32.6487,375000,220.0,1704.5454545454545
39.9498,32.6161,264000,170.0,1552.9411764705883
39.9911,32.6352,215000,120.0,1791.6666666666667
39.9699,32.643,210000,100.0,2100.0
39.9377,32.6636,429000,145.0,2958.6206896551726
39.9702,32.6564,430000,170.0,2529.4117647058824
39.9509,32.6115,160000,120.0,1333.3333333333333
39.9372,32.638,355000,165.0,2151.5151515151515
39.864,32.5817,298000,192.0,1552.0833333333333
39.9968,32.623,115000,60.0,1916.6666666666667
39.9276,32.6543,209000,158.0,1322.7848101265822
39.8124,32.5731,255000,192.0,1328.125
39.8132,32.5738,210000,132.0,1590.909090909091
39.9697,32.6218,385000,145.0,2655.1724137931033
39.8907,32.6403,630000,175.0,3600.0
39.9715,32.651,102000,40.0,2550.0
39.941,32.6438,209000,118.0,1771.1864406779662
39.9272,32.6545,249000,158.0,1575.9493670886077
39.8896,32.6291,395000,198.0,1994.949494949495
39.9398,32.6562,199000,135.0,1474.0740740740741
39.9414,32.6331,175000,70.0,2500.0
39.9702,32.6481,345000,150.0,2300.0
39.9475,32.628,135000,100.0,1350.0
39.9711,32.6219,450000,145.0,3103.448275862069
40.0015,32.6232,250000,135.0,1851.851851851852
39.9304,32.6547,210000,130.0,1615.3846153846155
39.9725,32.6261,400000,120.0,3333.3333333333335
39.8979,32.643,530000,228.0,2324.561403508772
39.8968,32.6496,685000,190.0,3605.2631578947367
40.0035,32.6404,395000,160.0,2468.75
39.9273,32.6545,399000,178.0,2241.5730337078653
40.0022,32.6273,257000,145.0,1772.4137931034484
39.892,32.6381,559000,175.0,3194.285714285714
39.9486,32.628,199000,120.0,1658.3333333333333
39.9683,32.6541,230000,95.0,2421.0526315789475
39.9362,32.6511,150000,120.0,1250.0
39.8948,32.6368,599000,189.0,3169.3121693121693
39.9541,32.6338,134500,115.0,1169.5652173913043
39.9497,32.6647,239000,170.0,1405.8823529411766
39.9792,32.6556,147500,50.0,2950.0
39.9338,32.6502,189900,130.0,1460.7692307692307
39.9943,32.6289,149000,80.0,1862.5
39.988,32.6544,143000,70.0,2042.857142857143
39.8152,32.5765,150000,95.0,1578.9473684210527
39.9083,32.6429,660000,225.0,2933.3333333333335
39.8929,32.6444,415000,148.0,2804.054054054054
39.9355,32.6189,315000,145.0,2172.4137931034484
39.8872,32.6205,599000,185.0,3237.837837837838
40.0036,32.6387,585000,170.0,3441.176470588235
39.989,32.6272,110000,52.0,2115.3846153846152
39.9913,32.6465,420000,170.0,2470.5882352941176
39.8873,32.6207,645000,205.0,3146.3414634146343
39.9501,32.6194,130000,100.0,1300.0
39.9496,32.6148,168000,125.0,1344.0
39.9691,32.6527,550000,170.0,3235.294117647059
39.8965,32.6472,675000,183.0,3688.5245901639346
39.8917,32.6424,528000,170.0,3105.8823529411766
39.8925,32.6437,595000,217.0,2741.935483870968
39.8865,32.6204,455000,236.0,1927.9661016949153
39.9418,32.6258,310000,158.0,1962.0253164556962
39.9842,32.6414,185000,65.0,2846.153846153846
39.9273,32.6544,429000,188.0,2281.9148936170213
39.9477,32.6278,155000,115.0,1347.8260869565217
39.9395,32.6488,137000,105.0,1304.7619047619048
39.8988,32.6495,570000,185.0,3081.0810810810813
39.8967,32.6385,519000,186.0,2790.3225806451615
40.0035,32.639,419000,165.0,2539.3939393939395
39.9352,32.619,368000,160.0,2300.0
39.929,32.6545,280000,178.0,1573.0337078651685
39.9279,32.6544,305000,178.0,1713.4831460674156
39.9276,32.6545,316000,158.0,2000.0
39.9549,32.6178,330000,140.0,2357.1428571428573
39.9517,32.6279,175000,115.0,1521.7391304347825
39.9445,32.6416,210000,120.0,1750.0
39.8967,32.641,475000,208.0,2283.653846153846
39.8944,32.6491,485000,165.0,2939.3939393939395
39.934,32.6566,166000,130.0,1276.923076923077
39.9906,32.6248,170000,96.0,1770.8333333333333
39.9528,32.6153,148000,95.0,1557.8947368421052
39.9212,32.6545,225000,148.0,1520.2702702702702
39.8971,32.6481,600000,210.0,2857.1428571428573
39.9021,32.6395,154000,74.0,2081.0810810810813
40.0012,32.6148,295000,90.0,3277.777777777778
39.9451,32.6094,180000,100.0,1800.0
39.8874,32.6206,319000,170.0,1876.4705882352941
39.9703,32.6115,465000,160.0,2906.25
39.9556,32.6145,305000,270.0,1129.6296296296296
39.9389,32.6582,100000,75.0,1333.3333333333333
39.8165,32.5725,215000,137.0,1569.3430656934306
39.9004,32.6394,565000,190.0,2973.684210526316
39.9547,32.6166,420000,185.0,2270.2702702702704
39.9038,32.6359,345000,100.0,3450.0
39.9887,32.6191,113000,65.0,1738.4615384615386
39.9282,32.6541,419000,178.0,2353.932584269663
40.0011,32.6538,390000,185.0,2108.108108108108
39.954,32.6149,175000,110.0,1590.909090909091
39.9273,32.6543,350000,220.0,1590.909090909091
39.9647,32.6053,360000,145.0,2482.7586206896553
39.9449,32.6609,293000,125.0,2344.0
39.9402,32.6587,199000,128.0,1554.6875
39.8119,32.5766,129750,95.0,1365.7894736842106
39.8875,32.6208,579000,195.0,2969.230769230769
39.9948,32.6439,560000,163.0,3435.5828220858893
40.0023,32.6399,375000,165.0,2272.7272727272725
39.8872,32.6208,485000,175.0,2771.4285714285716
39.9557,32.6162,193000,110.0,1754.5454545454545
39.9693,32.6347,255000,85.0,3000.0
39.9916,32.645,435000,130.0,3346.153846153846
39.8299,32.5573,275000,192.0,1432.2916666666667
39.9518,32.6134,340000,250.0,1360.0
39.8981,32.6452,399000,240.0,1662.5
39.9275,32.6543,369000,188.0,1962.7659574468084
39.896,32.6463,650000,195.0,3333.3333333333335
39.9398,32.6525,210000,130.0,1615.3846153846155
39.985,32.6537,259000,88.0,2943.181818181818
39.8959,32.6463,579000,185.0,3129.7297297297296
39.9057,32.6384,690000,210.0,3285.714285714286
39.8959,32.6463,485000,165.0,2939.3939393939395
39.9739,32.6503,180000,90.0,2000.0
39.9517,32.6131,140000,100.0,1400.0
39.9914,32.6061,195000,110.0,1772.7272727272727
39.9664,32.6597,175000,125.0,1400.0
39.8972,32.648,660000,183.0,3606.55737704918
39.9531,32.632,180000,125.0,1440.0
39.9388,32.6429,459000,190.0,2415.7894736842104
39.8917,32.6425,680000,195.0,3487.1794871794873
39.9448,32.6336,165000,115.0,1434.7826086956522
39.9985,32.6532,725000,196.0,3698.9795918367345
39.9461,32.672,135000,105.0,1285.7142857142858
39.928,32.653,144000,115.0,1252.1739130434783
39.9818,32.6554,200000,80.0,2500.0
39.9757,32.6193,357000,120.0,2975.0
39.9941,32.6131,255000,125.0,2040.0
39.9367,32.6378,419000,175.0,2394.285714285714
39.897,32.6379,490000,185.0,2648.6486486486488
39.991,32.6404,270000,140.0,1928.5714285714287
39.8872,32.6207,629000,210.0,2995.2380952380954
39.8366,32.5356,167000,117.0,1427.3504273504273
39.985,32.6291,195000,90.0,2166.6666666666665
39.8916,32.6425,690000,280.0,2464.285714285714
39.9502,32.6213,185000,144.0,1284.7222222222222
39.8918,32.6426,549000,197.0,2786.8020304568527
39.9657,32.6465,195000,79.0,2468.3544303797466
40.0013,32.6293,300000,117.0,2564.102564102564
39.9466,32.6029,194000,115.0,1686.9565217391305
39.8652,32.5832,157000,137.0,1145.985401459854
39.9143,32.6433,146188,43.0,3399.720930232558
39.9991,32.6527,630000,196.0,3214.285714285714
39.9279,32.6527,389000,165.0,2357.5757575757575
39.8961,32.6361,660000,190.0,3473.684210526316
39.8411,32.5434,167000,117.0,1427.3504273504273
39.9458,32.6477,225000,120.0,1875.0
39.9728,32.6567,430000,130.0,3307.6923076923076
39.9418,32.648,320000,200.0,1600.0
39.9338,32.6564,270000,200.0,1350.0
40.0046,32.6163,298000,170.0,1752.9411764705883
39.893,32.6275,690000,195.0,3538.4615384615386
39.983,32.6025,400000,160.0,2500.0
39.8404,32.5387,225000,137.0,1642.3357664233577
39.9629,32.6047,260000,125.0,2080.0
39.9834,32.6431,350000,125.0,2800.0
39.8934,32.6609,1150000,280.0,4107.142857142857
39.9017,32.6412,530000,185.0,2864.864864864865
39.8959,32.6445,489000,188.0,2601.063829787234
39.9477,32.6216,285000,220.0,1295.4545454545455
39.9286,32.6515,379000,165.0,2296.969696969697
39.8641,32.582,159000,117.0,1358.974358974359
39.9981,32.654,630000,196.0,3214.285714285714
40.0004,32.6255,425000,175.0,2428.5714285714284
39.981,32.6551,400000,120.0,3333.3333333333335
39.943,32.6045,180000,110.0,1636.3636363636363
39.8387,32.5533,235000,192.0,1223.9583333333333
39.814,32.5734,227000,190.0,1194.7368421052631
39.833,32.5575,222000,124.0,1790.3225806451612
39.8871,32.6213,590000,190.0,3105.2631578947367
39.947,32.6224,195000,110.0,1772.7272727272727
40.0001,32.6202,395000,160.0,2468.75
39.9077,32.6457,485000,170.0,2852.9411764705883
39.9964,32.6026,224000,140.0,1600.0
39.8133,32.5703,330000,192.0,1718.75
39.9504,32.6286,213000,120.0,1775.0
40.0039,32.6298,565000,185.0,3054.054054054054
39.951,32.6397,155000,118.0,1313.5593220338983
39.9929,32.6465,370000,135.0,2740.740740740741
39.9643,32.6069,205000,85.0,2411.764705882353
39.9496,32.6185,229000,130.0,1761.5384615384614
39.8424,32.5528,99900,85.0,1175.2941176470588
39.8958,32.6445,539000,180.0,2994.4444444444443
39.8872,32.621,489000,190.0,2573.684210526316
39.9413,32.65,229000,130.0,1761.5384615384614
39.9699,32.6272,278000,115.0,2417.391304347826
39.889,32.6513,205000,70.0,2928.5714285714284
39.9524,32.615,305000,175.0,1742.857142857143
39.9836,32.607,195000,110.0,1772.7272727272727
39.9692,32.6352,390000,120.0,3250.0
39.9969,32.6435,445000,180.0,2472.222222222222
39.9995,32.6454,585000,277.0,2111.913357400722
39.9703,32.6115,485000,160.0,3031.25
39.8643,32.5808,135000,94.0,1436.1702127659576
39.9673,32.656,220000,80.0,2750.0
39.8873,32.6206,639000,244.0,2618.8524590163934
39.9672,32.6426,250000,100.0,2500.0
39.8944,32.6489,550000,170.0,3235.294117647059
39.8972,32.648,659000,280.0,2353.5714285714284
39.8655,32.5819,113000,95.0,1189.4736842105262
39.9463,32.6483,170000,105.0,1619.047619047619
39.8115,32.5689,215000,132.0,1628.7878787878788
39.8921,32.6253,265000,100.0,2650.0
39.8916,32.6426,610000,175.0,3485.714285714286
39.9462,32.6473,209000,130.0,1607.6923076923076
39.8979,32.6465,660000,190.0,3473.684210526316
39.9983,32.6536,725000,196.0,3698.9795918367345
39.9277,32.6542,369000,168.0,2196.4285714285716
39.945,32.6137,187000,110.0,1700.0
40.0011,32.6206,225000,135.0,1666.6666666666667
39.9501,32.613,300000,250.0,1200.0
39.9495,32.6311,168500,120.0,1404.1666666666667
39.8148,32.5757,105000,95.0,1105.2631578947369
39.8998,32.6463,410000,188.0,2180.851063829787
39.9984,32.6536,705000,196.0,3596.938775510204
39.9751,32.6151,125000,65.0,1923.076923076923
39.8433,32.5425,127500,84.0,1517.857142857143
39.9486,32.6272,115000,95.0,1210.5263157894738
39.9862,32.6235,103000,48.0,2145.8333333333335
39.8415,32.5441,172000,116.0,1482.7586206896551
39.8465,32.5561,176500,137.0,1288.3211678832117
39.9499,32.6519,246000,125.0,1968.0
39.9537,32.6185,159000,120.0,1325.0
39.9341,32.6561,354000,130.0,2723.076923076923
39.8917,32.6424,618000,180.0,3433.3333333333335
39.9416,32.6637,144000,115.0,1252.1739130434783
39.8873,32.6208,453000,185.0,2448.6486486486488
39.9505,32.66,160000,130.0,1230.7692307692307
39.9535,32.6291,119000,105.0,1133.3333333333333
39.9644,32.6068,205000,80.0,2562.5
39.9356,32.6492,360000,230.0,1565.2173913043478
39.9522,32.6064,318000,145.0,2193.103448275862
39.8971,32.6481,500000,180.0,2777.777777777778
